SENTENCE	support_academic	support_moral	support_tech	support_data	support_library	support_finance	support_religious	support_unknown	sentiment_very_pos	sentiment_some_pos	sentiment_neutral
I appreciate them all, but most especially these: Laura Clark and Amelia Anderson, who started the program with me and were always there to commiserate; Abby Phillips, who became my go-to for dissertation questions and my _x0011__x0005__x0005_ _x0005__x0001_ _x0013__x0008_ _x0003__x0005__x0002_ _x0002_ _x0003_ _x0008__x0004_ _x0005__x0008_ _x0002_ _x0002__x0005__x0002__x0016__x0002_ _x0004__x0014__x0016__x0004__x0005__x001A_ _x0018__x0015_ _x0003__x0019_ _x0005_ _x0019__x0006__x0004_ _x0010_ _x0019_ _x0016__x0006__x0002_ _x0010_ _x0006__x0008_ discovered earlier in the process; and Nate Ramos, my roommate and sounding board.	0	1	0	0	0	0	0	0	0	1	0
I would like to express my gratitude to the teachers, colleagues, friends, and library school library staff for their continuous encouragement and help.	0	1	0	0	0	0	0	0	0	1	0
Both of these wonderful professors and ladies encouraged and supported me through the entire dissertation process.	1	0	0	0	0	0	0	0	0	1	0
To Beta Phi Mu and Dr. Eugene Garfield for the Doctoral Dissertation Fellowship and for supporting my research with the belief in the importance of a different perspective on libraries.	0	0	0	0	0	1	0	0	0	0	1
The faculty and staff of the John Hope and Aurelia E. Franklin Library at Fisk University for the constant support, knowing the importance of my research, and allowing me to access the archival collections without yield.	0	0	1	0	0	0	0	0	0	1	0
Dr. Watts was one of my first instructors in the program.	1	0	0	0	0	0	0	0	0	0	1
I am deeply gratefull to the National Research Council of Canada for their timely award of scholarships in 1974 and 19^5.	0	0	0	0	0	1	0	0	0	0	1
Thank you so much for sharing your knowledge, time, and expertise to help me on my dissertation journey.	0	0	0	0	0	0	0	1	0	1	0
I extend my sincere gratitude to each.	0	0	0	0	0	0	0	1	0	0	1
And I cannot forget to express my appreciation to Benjamin Weintraub who insisted that I finish this work.	0	1	0	0	0	0	0	0	0	1	0
A number of individuals have contributed generously to this study.	0	0	0	0	0	0	0	1	0	0	1
I am blessed to have such wonderful people in my life.	0	0	0	0	0	0	0	1	0	1	0
I promise now to be far more micro-managing in your lives with all the spare time I will now have.	0	0	0	0	0	0	0	1	0	0	1
My deepest thanks to my committee co-chairs, Dr. John Burgess, and Dr. Ann Prentice, and committee members Prof.	1	0	0	0	0	0	0	0	0	1	0
Special thanks to Hollyberry and Murphy pup for keeping me company on the computer and being very patience dogs throughout this process.	0	1	0	0	0	0	0	0	0	1	0
In addition, my appreciation goes to Pat Freeman and Jeanne Bournazos for their typing skills.	0	0	1	0	0	0	0	0	0	1	0
Finally, to the many friends who understood and supported me with so much help and encouragement, love you.	0	1	0	0	0	0	0	0	1	0	0
My children, Matt and Abby, although perhaps wondering why I would undertake such an adventure, continue to be a constant source of joy and amazement as they set and achieve their own goals in the world.	0	1	0	0	0	0	0	0	0	1	0
I am grateful to Dr. Jennifer Richey for her willingness to serve on my dissertation committee right after meeting me at a Librarians' Choices meeting.	0	1	0	0	0	0	0	0	0	1	0
Finally, I am enormously indebted to the researchers and members of the public who took time from their busy schedules to participate in this study.	0	1	0	0	0	0	0	0	0	1	0
Your enthusiasm for our profession inspires me, and I want to express my undying respect and gratitude for the support you have given me.	0	1	0	0	0	0	0	0	0	1	0
A super special thanks goes to David Crone for providing me with such a cozy home that nurtured and soothed me on so many levels.	0	1	0	0	0	0	0	0	0	1	0
In my innocent pre-dissertation days, I naÃ¯vely assumed that I would conduct this study largely on my own.	0	0	0	0	0	0	0	1	0	0	1
It has been a period of intense learning for me, not only in the area of academic scholarship, but also on a personal level.	0	0	0	0	0	0	0	1	0	1	0
Special thanks is due to Dr. Concordia Sanchez who took time out of her busy schedule to follow-up personally the questionnaires and whose interest and encouragement motivated me to pursue further my studies.	0	1	0	0	0	0	0	0	1	0	0
To my mother, who helped support this opportunity, thank you.	0	1	0	0	0	0	0	0	0	1	0
Much of who I am as a person has been shaped by your love and support.	0	0	0	0	0	0	0	1	0	1	0
Their encouraging words and support were much appreciated.	0	0	0	0	0	0	0	1	0	1	0
iii Acknowledgements reflect the views of the author and are not endorsed by committee members or Oklahoma State University.	0	0	0	0	0	0	0	1	0	0	1
Thank you for all that you are, for me and for all of us.	0	0	0	0	0	0	0	1	0	1	0
My committee member, Phil, strengthened this project and gave me my œfirst academic break when he hired me as a graduate assistant at the Donald McGannon Communication Research Center at Fordham University during my master's study in 2007.	1	0	0	0	0	0	0	0	0	1	0
To my advisor, Cat, you guided me toward a project that was meaningful to me and to our field.	1	0	0	0	0	0	0	0	0	1	0
A special thanks goes to all the friends-I made at .	0	1	0	0	0	0	0	0	0	0	1
Thank you all.	0	0	0	0	0	0	0	1	0	0	1
From many teachers— elementary school through university— came guid­ ance and inspiration which are inextricably a part of my life interests.	0	1	0	0	0	0	0	0	0	1	0
I appreciate it all.	0	0	0	0	0	0	0	1	0	1	0
I would like to express appreciation to the Graduate Library Students (GLS) organization and their advisor, Gordon Eriksen, for the assist­ anceinpreparingthesurveysformailing.	0	0	1	0	0	0	0	0	0	1	0
The completion of my dissertation could not have been achieved without their support.	0	0	0	0	0	0	0	1	0	0	1
Dr. Gloria House, it has been an honor and I am sincerely grateful to you for stepping forward without hesitation.	1	0	0	0	0	0	0	0	0	1	0
I would like to express my thanks to Dr. Valerie Nesset and Dr. Sunha Kim, for sharing suggestions, providing encouragement and being on my dissertation committee.	1	0	0	0	0	0	0	0	0	1	0
The writer wishes to express sincere appreciation to Dr. Charlie W. Roberts, Jr., Chairman of his doctoral committee, for his interest, assistance, and time in the preparation of this study.	1	0	0	0	0	0	0	0	0	1	0
I spent quite a bit of time in your establishments, drinking your beverages, and writing.	0	0	0	0	0	0	0	1	0	0	1
Thank you also to Dr. Cameron Wimpy, whose perspective as a political scientist helped to shape and sharpen my results.	1	0	0	0	0	0	0	0	0	1	0
I would also like to thank all my friends for supporting me throughout this long endeavor.	0	1	0	0	0	0	0	0	0	0	1
This endeavor would be impossible without them.	0	0	0	0	0	0	0	1	0	1	0
As I follow the tenure-track career path, I know that she will remain a large part of my work and that I will re_x0013__x0002__x0008__x0003__x0002_ _x0014__x0015_ _x0008__x0016__x0017_ _x0018__x0015__x0016__x0002__x0014__x000E_ _x0019__x0006__x0002__x0005_ _x000E__x0008_ _x0002_ _x0019_ _x0003__x0006_ _x000E__x000E_ _x0011__x0014__x0003_ _x0002_ _x0016_ _x0004__x0005__x0016__x001A_ _x001B__x0006__x0008__x0003_ _x0019__x0004__x0011__x0014_ _x0007__x0008_ _x0008_ _x0004_ Thank you, Marcia!	0	1	0	0	0	0	0	0	0	1	0
In particular, she taught me to look beyond the obvious and dig deeper when examining sources and narratives.	0	1	0	0	0	0	0	0	0	1	0
I am grateful to my colleagues and friends at University of Nebraska-Lincoln and Purdue University, for their support, encouragement, and assistance.	0	1	0	0	0	0	0	0	0	1	0
Dr. Kenneth Vance and Dr. Robert Warner replaced original members of the dissertation committee who retired while my work was in progress: to both I owe grateful thanks.	1	0	0	0	0	0	0	0	0	1	0
The financial assistance received from the national Research Council of Canada is gratefully acknowledged.	0	0	0	0	0	1	0	0	0	0	1
In the manuscript room Mary Bowling nearly spoiled me with her efficient service while Henry Rowen placed his considerable knowledge of the different collections at my disposal daily.	0	1	0	0	0	0	0	0	0	1	0
The ^academic librarians of the Pacific Northwest who participated in the study provided many hours of valuable time, and 1 thank them for their cooperation and faith in library research.	0	0	0	0	1	0	0	0	0	1	0
There are many people I wish to thank for their support and guidance throughout my doctoral program.	0	0	0	0	0	0	0	1	0	0	1
Dr. Herbert Goldhor, director of the Graduate School of Library Science, sharpened my critical faculties through his course on research methods, and generously provided financial assistance.	0	0	0	0	0	1	0	0	0	1	0
Having friends with whom I could complain, cheer along, and write has helped me through many tough and frustrating writing periods.	0	0	0	0	0	0	0	1	0	0	1
This thesis would never have been possible without their enthusiasm and generous collaborative spirit.	0	0	0	0	0	0	0	1	0	1	0
To Drs. J. Raymond and T.I. Oren for1their helpful sugges­ tions while, this work was carried out.	1	0	0	0	0	0	0	0	0	1	0
Mom: That you had to put up with not one, but two of us pursuing our dissertations at the same time, is further evidence of how strong, courageous, and ever-supportive you are.	0	1	0	0	0	0	0	0	1	0	0
I would also like to thank my outside committee member Dr. Irvin Katz for his invaluable inputs and comments for this study.	1	0	0	0	0	0	0	0	0	1	0
Many people were critical to this research directly and indirectly by supporting me throughout this process or significant portions of it.	0	0	0	0	0	0	0	1	0	0	1
Their help was invaluable in the construction of this document.	0	0	0	0	0	0	0	1	0	1	0
Time and space: infinite and vast, and yet we still find ourselves reaching for more of both.	0	0	0	0	0	0	0	1	0	0	1
My thanks also to Miss Susan Baker for performing accurately, and very rapidly, the typing requirements and to Mr. I. Matheson for helpful suggestions with various photographic problems.	0	0	1	0	0	0	0	0	0	1	0
A year later Dr. Ed Douglass conducted a seminar on CATV in which a basic technical understanding was developed, cable operations were observed, and some future possibilities were considered.	1	0	0	0	0	0	0	0	0	0	1
Most significantly I am so thankful to have been welcomed to participate among a community of practitioners engaged in employment support for newcomers and diversity initiatives in the workplace.	0	0	0	0	0	0	0	1	0	1	0
Their knowledge, exceptional guidance, unwavering support and encouragement throughout my doctoral studies enabled me to believe in myself and complete my dissertation.	0	0	0	0	0	0	0	1	0	1	0
Through many conversations, Dr. Conn challenged and motivated me to shape the research to support other educator practices.	1	0	0	0	0	0	0	0	0	1	0
I would like to acknowledge Dr. Julie Combs, professor extraordinaire in Educational Leadership, who helped me articulate œuse of the school library in my first semester of doctoral work; who challenged me to examine the research base for library impact with a critical and administrative perspective; who suggested the approach for this dissertation and prompted a more balanced viewpoint for the examination; who moderated and corrected and moved this morass of ideas forward; for her accessibility, gracious support, and generous collaboration.	1	0	0	0	0	0	0	0	0	1	0
She taught me everything I needed to know about methodology, and she and my committee chair Dr. Kearney challenged me to think more deeply in the search for meaning within certain contexts.	1	0	0	0	0	0	0	0	1	0	0
I am also extraordinarily lucky to have been able to assemble a superior group as my committee members: Matthew Kirschenbaum, Sandra Hughes-Hassell, Ryan Shaw, and Helen Tibbo.	1	0	0	0	0	0	0	0	0	0	1
To Joel Spencer, Amber Cox (Castens) and all of the teens at The Urbana Free Library because they are an exemplar when it comes to fostering digital literacies.	0	1	0	0	0	0	0	0	0	1	0
Without Laura Bottoms, Jan Ferris, Carolyn Gutierrez, George Gottschalk, Allison Embry, Kelly Ewing, Charles Chessher, Stephanie Ingold, Susan Cleveland, Ryan Dyer, Shirley Windle, Keith Orr, Audrey Baker, and Karin Webster, as well as dozens of student workers, I would not have been able to juggle the dual roles of doctoral student and Associate Library Director.	0	1	0	0	0	0	0	0	0	0	1
The writer is indebted to many persons who gave of themselves during the many phases of his doctoral program.	0	1	0	0	0	0	0	0	0	0	1
In particular, I want to express my deep appreciation to my doctoral cohort members: Cindy Chadwick, Renee Di Pilato, and Rachel Rubin.	0	1	0	0	0	0	0	0	0	1	0
At the institutions to which personal visits were made, the following individuals were most helpful and hospitable: Virginia M. Adams, Providence Public Library; Mary E. Brown, Frank F. Herron, William L. Joyce, and Joyce Ann Tracy, American Antiquarian Society; Nancy F. Chudacoff, Albert T. Klyberg, Nancy E. Peace, and Nathaniel N. Shipton, Rhode Island Historical Society; John D. Cushing, Massachusetts Historical Society; Rodney G. Dennis, Clark A. Elliott, and Robert W. Lovett, Harvard University Library; William A. Deiss, Smithsonian Institution Archives; Thomas J. Dunnings, Jr., James J. Heslin, and Roger N. Hohovich, New-York Historical Society; Howell J. Heaney, Free iii	0	1	0	0	0	0	0	0	0	1	0
Many (many!) people beyond my professional life have also supported my work.	0	1	0	0	0	0	0	0	0	1	0
This work represents several years of learning the disciplinary origins and cultures of Library and Information Science and participating in our dynamic discipline.	0	0	0	0	0	0	0	1	0	0	1
Professor Roger Greer of the University of Denver, thank you for your assistance and continual support, and for serving on my dissertation committee.	1	0	0	0	0	0	0	0	0	1	0
The original proposal for this study was developed in a seminar under the direction of Dr. Geroge Witbeck, Associate Dean and Professor of Library Science at Indiana University, with contributions from other faculty members and doctoral students of the Graduate Library School.	1	0	0	0	0	0	0	0	0	0	1
Your presence is missed every day, Finn.	0	1	0	0	0	0	0	0	0	0	1
Such input made the guide­ lines more practical and realistic than the literature and survey data alone would have proposed.	0	0	0	0	0	0	0	1	0	0	1
It is impossible to list all of their names or to give anything like an adequate apprecia­ tion of the help each gave.	0	1	0	0	0	0	0	0	0	1	0
Thank you Cathy and Marina for allowing me to (continuously) discuss ideas, your patience and friendship.	0	1	0	0	0	0	0	0	0	1	0
Appreciation is also due our children, Brian and Brenda (and their babysitters) for enduring the many hours of seeming neglect.	0	1	0	0	0	0	0	0	0	1	0
Such a simple act of kindness that showed me what magical worlds await through reading.	0	0	0	0	0	0	0	1	1	0	0
I want to thank you for the time you spent teaching me how to be a better researcher and writer and for always taking time away from other things to help guide me in the right direction.	0	0	0	0	0	0	0	1	0	1	0
The researcher also wishes to acknowledge the aid of Mr. Thomas C. Clarie, Reference Librarian of the Hilton C, Buley Library at Southern Connecticut State College.	0	0	0	0	1	0	0	0	0	0	1
From you, I learned to always take my time and produce the best results possible.	0	0	0	0	0	0	0	1	0	1	0
Professor Marija Dalbello served as an early committee member and PhD Director, and was invaluable in both roles.	1	0	0	0	0	0	0	0	0	1	0
I must thank those at the Wade Collection; Professor Clyde S. Kilby, Ms. Barbara Griffin, Ms. Marg Mead, and Ms. Barbara Hendershott for their help and cooperation.	1	0	0	0	0	0	0	0	0	1	0
Other members of the doctoral committee provided valuable assistance and criticism, Dr. Terence Crowley in the initial formulation of the study and Dr. Lucille Wert in the later development and analysis.	1	0	0	0	0	0	0	0	0	1	0
To my husband and children, no words can convey my gratitude for their understanding, patience, and help.	0	1	0	0	0	0	0	0	1	0	0
Thank you to my teacher, life coach, and cheerleader- my mother, Eula Vanita Smith.	0	1	0	0	0	0	0	0	1	0	0
I am forever grateful for Phil's tenure at Rutgers (and beyond) and the opportunity to collaborate with him on a number of different projects, all of which were exciting and fulfilling learning experiences.	0	1	0	0	0	0	0	0	0	1	0
Particular acknowledgment must be made of the willing assistance of the staff members of the libraries in Cooperating Libraries in Consortium (CLIC), St. Paul- Minneapolis, and Tri-College University Libraries (TCUL), Fargo-Moorhead, and the many other members of the Minne­ sota library community who were most cooperative and helpful.	0	0	0	0	1	0	0	0	0	0	1
I would also like to thank Dr. Anthony Bernier and Elizabeth Wrenn-Estes for agreeing to serve as committee members and for taking the time to read this thesis and provide invaluable input.	1	0	0	0	0	0	0	0	0	1	0
I could not have done this without your advice and support.	0	0	0	0	0	0	0	1	0	1	0
Throughout my doctoral journey, I encountered many wonderful professors who left a lasting impression on me.	0	1	0	0	0	0	0	0	0	1	0
I thank my wife, Diane Persson, without whose kind cooperation and firm encouragement *hxs thesis might never have been completed.	0	1	0	0	0	0	0	0	1	0	0
Dr. Lustria, I will never forget all of your œteachable moments during the STEER project and beyond!	1	0	0	0	0	0	0	0	0	1	0
Thank you, Dr. Emmons, for your devotion to thoroughly critiquing my work.	1	0	0	0	0	0	0	0	0	1	0
Thank you to SILS faculty member Diane Kelly for providing methodological guidance early-on.	0	0	1	0	0	0	0	0	0	1	0
I am grateful to him for providing his valuable guidance and support throughout this journey and giving me an opportunity to challenge my abilities as a software developer.	0	0	0	0	0	0	0	1	0	1	0
I would first like to thank my wonderful dissertation committee collectively; you have made me a better researcher.	1	0	0	0	0	0	0	0	0	1	0
I would also like to thank the National Research Council of Canada for one year of financial support.	0	0	0	0	0	1	0	0	0	0	1
To the rest of my family and friends who have supported me-I love you and I thank you as well.	0	1	0	0	0	0	0	0	0	1	0
My children, Ian, Rowan, and Evelyn, were also a source of strength and inspiration.	0	1	0	0	0	0	0	0	0	1	0
In addition to my committee, I am grateful for the funding and encouragement I have received from the School of Library and Information Science (SLIS) throughout my time at the University of South Carolina.	0	0	0	0	0	1	0	0	0	1	0
You are my amazing, talented, and thoughtful husband.	0	1	0	0	0	0	0	0	0	1	0
I would like to thank my advisor and dissertation director, Dr. William Bintz, for his guidance and wisdom, and for being an inspiring teacher who encouraged me to accomplish my academic goals.	1	0	0	0	0	0	0	0	0	1	0
Once the final topic had been chosen, Dr. Herbert Goldhor was asked and agreed to serve with Ms. Thomassen as co-advisor.	1	0	0	0	0	0	0	0	0	1	0
I feel a deep sense of appreciation to my mentor and chairman of my committee, Dr. William G-. Millington.	1	0	0	0	0	0	0	0	1	0	0
Also, a special word of thanks is given to those media specialists who participated in this study.	0	0	0	1	0	0	0	0	1	0	0
To my family back in Wisconsin, who have accepted my non-existence for the last 4.5 years.	0	1	0	0	0	0	0	0	0	1	0
After a few years of reading many articles”both academic and industry”my fascination with the matter and questions concerning its future far outweighed the answers.	0	0	0	0	0	0	0	1	0	0	1
Thank you for inciting me to think more deeply about theory and for showing me how much fun research can be.	0	0	0	0	0	0	0	1	1	0	0
Dr. Jimmy Chambless and Dr. Bob Cage of the University of Mississippi for their help with the statistics.	0	0	1	0	0	0	0	0	0	0	1
I owe my deepest gratitude to my parents, J. Fred and Bertha Morgan, other members of my family, and Bob, my husband, whose strength, love, and courage have sustained me throughout my life.	0	1	0	0	0	0	0	0	1	0	0
In addition, I am very grateful for all the wonderful peer educators employed at the school who gave of themselves daily and contributed to the development of a dynamic library program for our students.	1	0	0	0	0	0	0	0	1	0	0
The investigator wishes to express her gratitude to Chulalongkorn University, Bangkok, Thailand, whose scholarship has made it possible for her to continue her studies at the Graduate School of Library Science, University of Southern California.	0	0	0	0	0	1	0	0	1	0	0
Mom and Dad, esto es para ustedes.	0	1	0	0	0	0	0	0	0	0	1
Rowan: That you suffered through so many conversations regarding my dissertation silently and with contemplative reflection as it progressed is testament to your strong will, and your patience for your big sister and her ramblings.	0	1	0	0	0	0	0	0	1	0	0
It has been so very rewarding to be surrounded and supported by people slogging through the same writing process.	0	1	0	0	0	0	0	0	1	0	0
I also wish to express my appreciation to Fr. Miguel Gros, The Museu Episcopal of Vic and The Hill Museum and Manuscript Library for help in accessing images of other graduals from Vic.	0	0	0	1	0	0	0	0	0	1	0
I would like to thank the many librarians and archivists I have worked with throughout	0	0	0	0	1	0	0	0	1	0	0
There are not enough words to express my appreciation for working with me through a difficult time, and providing her support, encouragement, kindness, and brilliance.	0	0	0	0	0	0	0	1	1	0	0
My journey at Temple University has been challenging as well as rewarding.	0	0	0	0	0	0	0	1	0	1	0
Robert H. Land, now retired from the Library of Congress, guided the writer through the vast riches of Americana to be found in that institution.	0	0	0	0	1	0	0	0	0	0	1
To Dr. Wanda Brooks and Dr. Catherine Schifter, I thank you for your wonderful classes, constructive ideas for my research, and support throughout my time at Temple.	1	0	0	0	0	0	0	0	1	0	0
Although they were not with me while I completed this journey, there contributions are reflected in my motivation and inspiration “ both taught me the value of hard work, the importance of family history, and the significance of love, faith, and generosity - the dedication page is SWALK.	0	0	0	0	0	0	0	1	1	0	0
Dr. Albert C. Oosterhof and Dr. John S. Waggaman, Assistant Professors, Education Managment Systems, and Dr. Alan E. Bayer, Professor, Department of Sociology, all of whom gave me extremely helpful advice during the design stage of this project.	1	0	0	0	0	0	0	0	1	0	0
I am greatly indebted to the guidance provided by my Dissertation Committee, the assistance from the staffs of the Graduate School of Library Service's Bureau of Library and Information Science Research and of the Infor­ mation Handling Laboratory, and of fellow doctoral students.	1	0	0	0	0	0	0	0	1	0	0
More importantly, I owe a lion's share of gratitude to a whole network of people who kept me going along the way.	0	1	0	0	0	0	0	0	1	0	0
To Linda Smith for providing the somehow amazingly appropriate balance of wisdom, knowledge, flexibility, common sense and warmth as a committee chair.	1	0	0	0	0	0	0	0	1	0	0
Our many Facetime sessions kept me grounded and connected to the outside world during a very isolating process.	0	0	0	0	0	0	0	1	0	1	0
The present topic gradually evolved as we explored a wide variety of possibilities.	0	0	0	0	0	0	0	1	0	0	1
To my professors at Long Island University, of all of the wonderful words I have added to my vernacular during my time here with you, the two words that best describe my experience with you as teachers and as people I knew before I even started.	1	0	0	0	0	0	0	0	1	0	0
First and foremost I must thank my dissertation committee, including its Chair, Dr. Rebecca Conard.	1	0	0	0	0	0	0	0	0	1	0
Last, but certainly not least, I would like to thank the Rutgers University Libraries, especially the Alexander Library Access Services department.	0	0	0	0	1	0	0	0	0	1	0
I would like to thank the students from earlier cohorts for their excellent advice and example, especially: Aaron T., Andrew S., Annie G., Emily K., Heewon K., Jessa L., Jonathan B., and Katie M. 	0	1	0	0	0	0	0	0	1	0	0
From my own cohort and later ones, I would also like to thank: Alexa B., Barbara B., Camille R., Christine G., Connie P., Fannie R., Frank B., Ian D., Jacob S., Jessica C., Maggie B., Marie H., Miraida M., Si S., and (especially) Vanessa K.	0	1	0	0	0	0	0	0	0	1	0
To my supporter and wonderful wife Dalal, you are my better half.	0	1	0	0	0	0	0	0	1	0	0
Thank you.	0	0	0	0	0	0	0	1	0	1	0
This thesis would not have been possible without the expert input of Lori Stethers at Wesleyan who provided vital insights into how the data was collected.	0	0	1	0	0	0	0	0	1	0	0
Also, thanks for the unwavering support I received from my friends in Korea, including Ssuk, Hui, Sun, Eunmi, my Chamkkae bros, and my former colleagues at LG Sangnam Library and Sungkyunkwan University.	0	1	0	0	0	0	0	0	1	0	0
Dr Anindita Ghosh (Senior Lecturer in Modern Indian History) offered constructive comments and suggestions on an early draft of Chapter 4.	1	0	0	0	0	0	0	0	0	0	1
And, finally, to Fred, who has encouraged and supported me beyond measure.	0	1	0	0	0	0	0	0	1	0	0
I am grateful for all of the encouragement and support of SILS faculty and staff, several people at SILS, Drs. Barbara Moran, Ryan Shaw, Diane Kelly, Evelyn Daniel, and the late Deborah Barreau have shown such generosity of spirit and intellect that I would like to wholeheartedly acknowledge them.	1	0	0	0	0	0	0	0	1	0	0
Finally, I would like to thank the many anonymous university administrators and academic librarians who gave a few minutes of their valuable time to contribute data to this study.	0	0	0	0	1	0	0	0	0	1	0
I give God, the glory, honor, and praise for allowing me to have the grit and endurance to finish strong.	0	0	0	0	0	0	1	0	1	0	0
Barbara, June and Oksana, thank you for the time you have given me to listen to my questions and giving advice in addition to asking me questions, testing my assumptions, and guiding me through this process.	0	1	0	0	0	0	0	0	0	1	0
I am grateful for the financial support provided to me by the Southern Fellowships Foundation and by the Indiana University Graduate Library School U. S. Office of Education fellowship program.	0	0	0	0	0	1	0	0	0	1	0
To the many alumni, faculty and friends who shared impressions and reminiscences of the University of Wisconsin Library School, I express my gratitude.	0	1	0	0	0	0	0	0	0	1	0
Editing has a certain appeal as well, but in my opinion, also involves more œwork than laying down the initial rough draft.	0	0	0	0	0	0	0	1	0	0	1
Their comments to this dissertation are also insightful and enlightening.	0	0	0	0	0	0	0	1	1	0	0
Matt is the consummate mentor”both scholarly and personally”but more importantly, he is the greatest advocate.	1	0	0	0	0	0	0	0	1	0	0
I would like to express my deep appreciation to my major professors and mentors Dr. William E. Moen and Dr. Nicholas Evangelopoulos for their time, guidance, invaluable feedback, and encouragement.	1	0	0	0	0	0	0	0	1	0	0
Council of Canada, and by the Science and Engineering Board of McMaster University*	0	0	0	0	0	0	0	1	0	0	1
Also, appreciation is expressed for the assistance of the other members of the doctoral committe, Dr. K ilgore, Dr. M cJulien, Dr. Musemeche, and Dr. Roberts.	1	0	0	0	0	0	0	0	0	1	0
Finally, I thank my husband, Cecil, for his continuous assistance, encouragement, patience and devotion which made it possible for me to complete this project.	0	1	0	0	0	0	0	0	1	0	0
It should be recognized that the success of this research was through the cooperation of many library directors, catalogers and reference librarians who participated in this study.	0	0	0	1	0	0	0	0	0	1	0
And thanks to Sandy Burgess, ray generous and accommodating typist.	0	0	1	0	0	0	0	0	1	0	0
They provided the spark and drive to enter graduate school and fulfill a dream of working in museums, and I cannot thank them enough for doing that.	0	0	0	0	0	0	0	1	1	0	0
I would also like to acknowledge Dr. Anymir Orellana, my committee member, whose helpful criticisms have no doubt made this study a better one than it might have been, and Dr. Steven Krosner, who offered a great deal of help and encouragement at the early stages of the project.	1	0	0	0	0	0	0	0	1	0	0
Thank you for being a willing soundboard, and the best brother anyone could ask for.	0	1	0	0	0	0	0	0	1	0	0
I wish to thank Dr. John M. Goudeau, my major pro­fessor for his invaluable assistance to me during all phases of this study and the doctoral program.	1	0	0	0	0	0	0	0	0	1	0
Dr. Winston has been an inspiration and example of academic excellence paired with servant leadership.	0	0	0	0	0	0	0	1	1	0	0
He has been equally passionate about web, iOS, and android development projects.	0	0	0	0	0	0	0	1	0	1	0
This thesis could not have been completed, without his help.	0	0	0	0	0	0	0	1	0	1	0
I would like to thank the faculty and students of the Documentation Research and Training Centre, Bangalore* India, for their guidance during my studies of the Colon Classification at their school in 1974.	1	0	0	0	0	0	0	0	0	1	0
Dr. Keiser and Dr. Cast Brede, I thank you for your encouragement and insightful comments that have helped form this dissertation.	1	0	0	0	0	0	0	0	1	0	0
"I wish to record my great appreciation for Dr. R.A.""Rink • career. — ^ This study was supported in part by the National Research : • „ 'x ."	1	0	0	0	0	0	0	0	1	0	0
The next 100 loads of laundry are on me.	0	0	0	0	0	0	0	1	0	0	1
Her patience and help, together with the assistance of those mentioned above, have made completion of this project possible.	0	0	0	0	0	0	0	1	0	1	0
Thank you for all that I have learned from you and for helping to make this experience both educational and fun.	0	0	0	0	0	0	0	1	1	0	0
To my fellow doctoral students, thank you for the intellectual stimulation and the camaraderie.	0	1	0	0	0	0	0	0	1	0	0
Your calm reassurance and guidance will always be appreciated.	0	0	0	0	0	0	0	1	1	0	0
His inspirational teaching of Collection Development while I was a student in the Masters' program all the way through to his recent guidance in the completion of Quantitative Research Methods in the Doctoral program were essential contributions in the completion of this journey.	1	0	0	0	0	0	0	0	1	0	0
Many thanks to my colleagues in China for their help in my research and life.	0	1	0	0	0	0	0	0	1	0	0
To my chair, advisor, and dear friend Dr. Samantha Hastings, you have been an absolute gift in my life.	1	0	0	0	0	0	0	0	1	0	0
Without the efforts of Mr. David C« Libbey and Mr. Thomas C. Clarie, this thesis could not have been written.	1	0	0	0	0	0	0	0	0	1	0
I would like to express my gratitude to Dr. Colleen Sadowski and my fellow librarians for their continuous support and wiliness to help with my research.	1	0	0	0	0	0	0	0	1	0	0
Thank you for pushing me to think in new ways about my topic, and for cheering me on as I started the researching and writing process.	0	0	0	0	0	0	0	1	1	0	0
I would like to gratefully acknowledge the many individuals who have contributed to this dissertation.	0	0	0	0	0	0	0	1	0	1	0
Appreciation is also expressed to Dr. Roger Volker, Dr. Trevor Howe, Dr. Richard Hermstadt, and Professor James W. Schwartz.	1	0	0	0	0	0	0	0	0	1	0
I still remember those nights when you taught me while working.	0	0	0	0	0	0	0	1	0	0	1
Special thanks to my father, now in heaven since last September, whose loss was so sudden, and with whom I had been dreaming of sharing the moment at graduation commencement when he would be so proud to see me receive the doctoral hood.	0	1	0	0	0	0	0	0	0	1	0
Dr. Kathryn Greene, thank you for pushing me to be a better scholar.	1	0	0	0	0	0	0	0	0	1	0
This thesis would not have materialised without the encouragement and the generous hospitality offered by Dr. Juris Hartmanis, Chairman of the* Department of Computer Science at Cornell University, where the design phase of this work was carried out.	1	0	0	0	0	0	0	0	1	0	0
His suggestions, stylistic and substantive, have been enormously helpful.	0	0	0	0	0	0	0	1	1	0	0
Thank you to all my Aunts and Uncles who kept me in their thoughts and shared their confidence in my abilities.	0	1	0	0	0	0	0	0	1	0	0
I thank her and my committee members, Dr. Mary Bolin, Dr. Nancy Busch, and Dr. Lindsay Hastings, for their insights and support as I moved from idea stage to finished study.	1	0	0	0	0	0	0	0	0	1	0
The author acknowledges with gratitude the assistance and counsel of the many individuals who have helped make this study possible.	0	0	0	0	0	0	0	1	0	1	0
Most importantly, I wish to thank my advisor and mentor, Dr. Iris Xie and also Dr. Dietmar Wolfram, the B2A principal advisor and dissertation committee member.	1	0	0	0	0	0	0	0	0	1	0
My special thanks also go to the GSLIS Chinese Group.	1	0	0	0	0	0	0	0	0	1	0
